iter	Logloss	Accuracy
883	0.1450751265	0.9434941607
884	0.1450023971	0.9433761944
885	0.1449474507	0.9434646691
886	0.1449004542	0.9434941607
887	0.1448225055	0.9436121269
888	0.1447898502	0.9436711101
889	0.1447277918	0.9436416185
890	0.1446875245	0.9434941607
891	0.1446751092	0.9435826354
892	0.1445875043	0.9435826354
893	0.1445066696	0.9435531438
894	0.1444414521	0.9436121269
895	0.144407015	0.9436121269
896	0.1443603703	0.9437300932
897	0.144320583	0.9437595848
898	0.1442566566	0.9438185679
899	0.144178552	0.943877551
900	0.1440890775	0.9439365342
901	0.144032454	0.9439365342
902	0.143954675	0.9439365342
903	0.1439348618	0.9439660257
904	0.1438671773	0.9440250088
905	0.143800068	0.9440545004
906	0.1437639267	0.9440250088
907	0.143732829	0.9440250088
908	0.1437048199	0.9441134835
909	0.1436083509	0.9441724667
910	0.1435514764	0.9443199245
911	0.1435112916	0.9444378908
912	0.1434960256	0.9443789076
913	0.1434692903	0.9443789076
914	0.1434647557	0.9443789076
915	0.1434494598	0.9443494161
916	0.1434309589	0.9443199245
917	0.1433800769	0.9443789076
918	0.1433229617	0.9443789076
919	0.1432825201	0.9443789076
920	0.1432346455	0.9443494161
921	0.1432125794	0.9444673823
922	0.1431580717	0.9444378908
923	0.143108982	0.9444673823
924	0.1430358682	0.9444378908
925	0.1429457151	0.9444968739
926	0.1428887961	0.9444083992
927	0.1428448404	0.9444083992
928	0.1428253853	0.9444083992
929	0.1427358292	0.9444378908
930	0.1427199029	0.9444673823
931	0.1426074985	0.9446443317
932	0.1425660536	0.944762298
933	0.1425052108	0.9447328064
934	0.1424525799	0.9447328064
935	0.1424141801	0.9446443317
936	0.1423797196	0.944762298
937	0.1422805565	0.944762298
938	0.1422217218	0.9448212811
939	0.142199495	0.9447033149
940	0.1421599348	0.9447917895
941	0.1421253082	0.9448212811
942	0.1420729545	0.9449687389
943	0.142045977	0.9449982305
944	0.1419953144	0.9450572136
945	0.1419947307	0.9450572136
946	0.1419797725	0.9450277221
947	0.1419180066	0.9451456883
948	0.141881402	0.9451456883
949	0.1418465604	0.9451751799
950	0.1418461206	0.9451751799
951	0.141837193	0.9452636546
952	0.14183669	0.9452636546
953	0.1418193091	0.9452931462
954	0.1417718421	0.945234163
955	0.1417199459	0.9452931462
956	0.1416987401	0.9452636546
957	0.1416193247	0.9453226377
958	0.1415750651	0.9453226377
959	0.1415102792	0.9453816209
960	0.1414716914	0.9454995871
961	0.1414431865	0.9454995871
962	0.1413759379	0.9457355196
963	0.141355219	0.9458239943
964	0.1412901934	0.9455880618
965	0.1412497504	0.9456765365
966	0.1412059453	0.9457650112
967	0.1411254803	0.945912469
968	0.1410324401	0.9460009437
969	0.1409730181	0.9460304353
970	0.1409269341	0.9460009437
971	0.1409045029	0.9459419606
972	0.1408706046	0.94611891
973	0.1408130177	0.9461484016
974	0.1407193736	0.9462958594
975	0.1406667742	0.9462368763
976	0.1405837887	0.9462368763
977	0.1405813835	0.9462368763
978	0.1405457981	0.9462663678
979	0.140513062	0.9462073847
980	0.1404353876	0.9462368763
981	0.1404062085	0.9462663678
982	0.1403729113	0.9462073847
983	0.1402906852	0.9463843341
984	0.1402284176	0.9465023003
985	0.1401921769	0.9465612835
986	0.1401594219	0.9466792497
987	0.1401488299	0.9467382329
988	0.1401374257	0.9466792497
989	0.1401082756	0.9466792497
990	0.1400770401	0.9466202666
991	0.140050222	0.9466202666
992	0.1400462023	0.9466202666
993	0.1400126582	0.9466202666
994	0.1399925965	0.9467382329
995	0.1399540953	0.9466792497
996	0.1398945648	0.9466202666
997	0.139865757	0.9466792497
998	0.1398519874	0.9466792497
999	0.139798751	0.9467087413
