iter	Logloss	Accuracy
208	0.1854343426	0.9176005662
209	0.1851350382	0.9176890409
210	0.1851183387	0.9177185325
211	0.1850098692	0.9178070072
212	0.1849883213	0.9178954819
213	0.1848300071	0.9180429397
214	0.1847975597	0.9180134482
215	0.1846709084	0.9181903975
216	0.1845865624	0.9180429397
217	0.1844599427	0.9183378554
218	0.1843996057	0.9183968385
219	0.1843672788	0.9183968385
220	0.1842563507	0.9182198891
221	0.1841360847	0.9183673469
222	0.1840220813	0.9184263301
223	0.1839524581	0.9184558216
224	0.1839182911	0.9184263301
225	0.1837975112	0.9186032795
226	0.1837411076	0.9185442963
227	0.1835926917	0.9186032795
228	0.1834950395	0.9186622626
229	0.1834106482	0.9186032795
230	0.1832878414	0.9187212457
231	0.1832668028	0.9187212457
232	0.1831828411	0.9188687036
233	0.1831014694	0.918839212
234	0.1829290042	0.9188981951
235	0.1828346002	0.9191341276
236	0.1827559644	0.9191636192
237	0.1825753727	0.9189866698
238	0.1825021164	0.9190751445
239	0.1824510198	0.9190751445
240	0.1822849824	0.9189276867
241	0.1822393205	0.9190161614
242	0.1821403228	0.9191341276
243	0.1820689071	0.9191636192
244	0.1820453874	0.9191931108
245	0.1820261745	0.9192226023
246	0.181868048	0.919311077
247	0.1817643584	0.9191931108
248	0.181631565	0.9194880264
249	0.1815764547	0.9193995517
250	0.1815706097	0.9194290433
251	0.18156623	0.9194290433
252	0.1814395851	0.9195470096
253	0.1813357558	0.9195765011
254	0.1812812463	0.9196354843
255	0.1809871687	0.9200188746
256	0.1808932672	0.919989383
257	0.1808683662	0.9199009083
258	0.1808062672	0.9201368409
259	0.1806034031	0.9200188746
260	0.1805780018	0.919989383
261	0.1804358829	0.9201073493
262	0.1803837982	0.920195824
263	0.1802189453	0.9202253156
264	0.1801232916	0.9204612481
265	0.1801193462	0.9204317565
266	0.1800853638	0.9205202312
267	0.1799565642	0.9205792143
268	0.1798203412	0.9204907396
269	0.1796349312	0.920667689
270	0.1795369918	0.9208151469
271	0.179455486	0.920667689
272	0.1794096981	0.920667689
273	0.1793899062	0.9207561637
274	0.1792504651	0.9209331131
275	0.1791577564	0.9210215878
276	0.1790577945	0.921080571
277	0.1789795461	0.9210215878
278	0.1789465641	0.9211395541
279	0.1789236512	0.9211985372
280	0.1788794589	0.9211395541
281	0.1788465288	0.9212575203
282	0.1787982973	0.9212280288
283	0.1786784867	0.9212280288
284	0.1785917942	0.9212870119
285	0.1784145812	0.9214049782
286	0.1783579512	0.9212870119
287	0.1781546076	0.9214344697
288	0.1781499637	0.9214934529
289	0.1780153107	0.9214049782
290	0.1779444608	0.9214344697
291	0.1779171842	0.9215229444
292	0.1778673219	0.9214639613
293	0.1778058203	0.921552436
294	0.1777672834	0.9217293854
295	0.1775881338	0.9219358264
296	0.177558773	0.9219653179
297	0.1774973122	0.9219948095
298	0.1774638434	0.922024301
299	0.1773736145	0.922024301
300	0.1773361442	0.9220832842
301	0.177222048	0.9220832842
302	0.1771953031	0.9220832842
303	0.1771861584	0.9219948095
304	0.1769923419	0.922024301
305	0.1769643937	0.9221127757
306	0.1768671678	0.922230742
307	0.1768376593	0.9224076914
308	0.1767295199	0.9225256577
309	0.1767177546	0.9225551492
310	0.1766216439	0.9226141324
311	0.1765447253	0.9227026071
312	0.1765408905	0.9227615902
313	0.1764735552	0.9227910818
314	0.1763579528	0.923115489
315	0.1762899283	0.9231449805
316	0.1761170817	0.9231449805
317	0.1760448264	0.9232039637
318	0.1758778761	0.9233514215
319	0.1758177107	0.9233514215
320	0.1757934145	0.9233514215
321	0.1757841994	0.9233219299
322	0.1757382526	0.9232924384
323	0.1756859388	0.9232629468
324	0.1756835895	0.9233219299
325	0.1756605998	0.9233219299
326	0.1755069743	0.9233219299
327	0.1754756819	0.9233514215
328	0.1753544399	0.9233514215
329	0.1752980487	0.9232629468
330	0.1752434583	0.9233514215
331	0.1752254095	0.9233809131
332	0.175225197	0.9233809131
333	0.1750358581	0.9233809131
334	0.1749553821	0.9234398962
335	0.1748584227	0.9234398962
336	0.1748438847	0.9234693878
337	0.1746781214	0.9239707444
338	0.1746152689	0.9240002359
339	0.1746034927	0.9240002359
340	0.1745888607	0.9239412528
341	0.1745505115	0.9238822697
342	0.1744726415	0.9239117612
343	0.1744624306	0.9238822697
344	0.1744107957	0.9238527781
345	0.1743448124	0.9239707444
346	0.1742148271	0.9242066769
347	0.1742128296	0.9242361685
348	0.1742026763	0.9241771853
349	0.1741243312	0.9241182022
350	0.1740475582	0.9241182022
351	0.1739987662	0.92426566
352	0.1739564797	0.9242951516
353	0.1739145158	0.9243246432
354	0.1738844513	0.9243541347
355	0.1738267111	0.9243541347
356	0.1737792596	0.9243541347
357	0.1737704991	0.9243836263
358	0.1737576568	0.9244131178
359	0.1736875731	0.9245900672
360	0.1736590815	0.9245310841
361	0.1736308419	0.9245015925
362	0.173630668	0.924472101
363	0.1734870565	0.9245605757
364	0.1733330167	0.9246785419
365	0.1732843775	0.9247670166
366	0.1732432798	0.9246490504
367	0.1732182375	0.9246785419
368	0.1731828894	0.9248259998
369	0.1731669945	0.9248554913
370	0.1730983793	0.9249734576
371	0.1730312171	0.9250029492
372	0.1730022339	0.9249734576
373	0.172987337	0.9250029492
374	0.1728427307	0.9250324407
375	0.1728144582	0.9250324407
376	0.1727438311	0.9250029492
377	0.1727310166	0.924943966
378	0.1726451255	0.9250324407
379	0.17261329	0.9251209154
380	0.1725047355	0.9252093901
381	0.1724973068	0.9251798985
382	0.1724679328	0.9252093901
383	0.1723868403	0.925150407
384	0.1722899651	0.9252388817
385	0.1721348752	0.9255043058
386	0.1720357494	0.9253863395
387	0.1719718775	0.9254158311
388	0.1718696607	0.9253863395
389	0.1717818064	0.9255632889
390	0.1717420145	0.9255632889
391	0.1717203185	0.9255337973
392	0.1715764871	0.925622272
393	0.1715164538	0.9256812552
394	0.1714574721	0.9256812552
395	0.171413572	0.9257992214
396	0.1713503517	0.9259171877
397	0.1713188078	0.9259171877
398	0.1711472387	0.9259466792
399	0.1710300946	0.9261826118
400	0.1709844713	0.9263890527
401	0.1708471543	0.9264185443
402	0.1707251923	0.9264185443
403	0.1707086363	0.9263595612
404	0.1706794535	0.926300578
405	0.1706439177	0.9263890527
406	0.1705663035	0.9263300696
407	0.1703677297	0.9266544768
408	0.1702789396	0.9269199009
409	0.1702219558	0.9269199009
410	0.1701750458	0.9268314262
411	0.1701158265	0.9269199009
412	0.1700736035	0.9269493925
413	0.170027408	0.9268019346
414	0.1699127674	0.9268314262
415	0.1698035116	0.92671346
416	0.1696790558	0.9269199009
417	0.169574975	0.9270378672
418	0.1694698354	0.9271263419
419	0.1693729149	0.9272148166
420	0.1693295895	0.9272443081
421	0.1691844514	0.927391766
422	0.1691232376	0.9274507491
423	0.1690544226	0.9275687153
424	0.1689420808	0.9277161732
425	0.168872828	0.92765719
426	0.1687498043	0.92765719
427	0.1687361895	0.9275687153
428	0.1686839199	0.9275982069
429	0.1685861617	0.9275687153
430	0.1684321385	0.9275687153
431	0.1684109479	0.9275687153
432	0.1683751754	0.92765719
433	0.1683335547	0.92765719
434	0.1682330634	0.9275687153
435	0.1681318207	0.92765719
436	0.1680233618	0.9278341394
437	0.1679311813	0.9281290551
438	0.1679128713	0.9280405804
439	0.1678872323	0.9280995635
440	0.1678551129	0.9280110888
441	0.1678118809	0.9280995635
442	0.1677107278	0.9283649876
443	0.1676756248	0.9282765129
444	0.1676205829	0.928335496
445	0.1675183179	0.9283944792
446	0.1674862144	0.9283060045
447	0.1674506429	0.9283649876
448	0.1673099564	0.9284829539
449	0.1672359716	0.9285714286
450	0.1672071848	0.9286009201
451	0.1671928138	0.9286599033
452	0.1671590834	0.928748378
453	0.1671305547	0.9288073611
454	0.1671000074	0.9288073611
455	0.1670863711	0.9288663442
456	0.1670284215	0.9287778695
457	0.1668931519	0.9288368527
458	0.1668361093	0.9288663442
459	0.1667670642	0.9289843105
460	0.1667452246	0.9290432936
461	0.1666545914	0.9290727852
462	0.1666320607	0.9290432936
463	0.1665444931	0.929220243
464	0.1664165551	0.9293677008
465	0.1663805873	0.9294561755
466	0.1663667636	0.9294561755
467	0.1662981153	0.9294561755
468	0.1662556758	0.9295446502
469	0.1662341175	0.9295151587
470	0.1662133874	0.9294856671
471	0.1661448483	0.9296331249
472	0.1660551436	0.9296626165
473	0.1659756227	0.9297215996
474	0.1659190919	0.9298100743
475	0.1658880077	0.9298395659
476	0.165766455	0.9299280406
477	0.1657452861	0.9298100743
478	0.1657189218	0.9298100743
479	0.1656722626	0.9298395659
480	0.165640117	0.9298395659
481	0.1656178834	0.9298690574
482	0.1655877336	0.9299280406
483	0.1655207563	0.9297805828
484	0.1654807022	0.9297805828
485	0.1653536711	0.929898549
486	0.1653390473	0.929898549
487	0.1652957903	0.9299870237
488	0.1652524544	0.9300165153
489	0.165196394	0.9300460068
490	0.16515802	0.9299280406
491	0.1650907476	0.9300165153
492	0.1649689105	0.9299575321
493	0.1648978557	0.9300460068
494	0.1648665071	0.93010499
495	0.1647759194	0.9300754984
496	0.1647312453	0.9300460068
497	0.1646475914	0.9301639731
498	0.1645354288	0.9304588888
499	0.164516135	0.9304293972
500	0.1644685454	0.9304883803
501	0.1644424718	0.9305473635
502	0.1644170094	0.9306063466
503	0.164253428	0.9306358382
504	0.1642147046	0.9306063466
505	0.1641961169	0.9306653297
506	0.1641496686	0.9306358382
507	0.1641006603	0.9306653297
508	0.1640591205	0.9306948213
509	0.1639638818	0.9308127875
510	0.163959081	0.9308422791
511	0.1639393434	0.9308422791
512	0.1639239197	0.9308717707
513	0.1639058506	0.9308422791
514	0.1638485299	0.9307538044
515	0.1637597606	0.9308717707
516	0.1636589228	0.9310782116
517	0.1636489625	0.9311666863
518	0.1636301592	0.9311077032
519	0.1635767732	0.9310487201
520	0.1635448346	0.9310487201
521	0.163484096	0.9311077032
522	0.1634527596	0.9310192285
523	0.163333248	0.9310782116
524	0.1633067283	0.9310192285
525	0.1632911666	0.9311077032
526	0.163284129	0.9311077032
527	0.1632711534	0.9311666863
528	0.163210865	0.931255161
529	0.1631767791	0.9311961779
530	0.1630744099	0.9312846526
531	0.163005381	0.9314026189
532	0.1629189566	0.931255161
533	0.1628075416	0.9314321104
534	0.1627540597	0.931461602
535	0.1627168373	0.9315205851
536	0.1627007691	0.9314910935
537	0.1626714861	0.9315205851
538	0.1626015899	0.931461602
539	0.1625553547	0.9315795682
540	0.1624731828	0.9317565176
541	0.1624426731	0.9316975345
542	0.1623951554	0.9317860092
543	0.1623780115	0.931933467
544	0.1622424715	0.931933467
545	0.1621928256	0.9318449923
546	0.1621632362	0.9318449923
547	0.1621340787	0.931933467
548	0.1620825831	0.9320514333
549	0.1620715039	0.9320514333
550	0.1620007363	0.9321988911
551	0.1619695049	0.932139908
552	0.1619383398	0.9321693996
553	0.1618941501	0.9321988911
554	0.1618225843	0.9321693996
555	0.1617634136	0.9322283827
556	0.1617442758	0.9322578742
557	0.1616705636	0.9322578742
558	0.1616512168	0.9322873658
559	0.1616360648	0.9322873658
560	0.1616124558	0.9323463489
561	0.1615812307	0.9323758405
562	0.1615331167	0.9324938068
563	0.1614272758	0.932611773
564	0.1613754309	0.9326412646
565	0.1613531734	0.9326707562
566	0.1612502625	0.9326412646
567	0.1612328618	0.932611773
568	0.1611512578	0.9325527899
569	0.1611450497	0.9325527899
570	0.1610919428	0.9327002477
571	0.1610443923	0.9327002477
572	0.1609803062	0.9327002477
573	0.1608816586	0.9326412646
574	0.1608018772	0.932818214
575	0.160715843	0.9329066887
576	0.1606432664	0.9329951634
577	0.1605941973	0.9332605875
578	0.1605354571	0.9333490622
579	0.1604890481	0.9333490622
580	0.1604654049	0.9334080453
581	0.1603751017	0.9334375369
582	0.1603375755	0.9334375369
583	0.160301144	0.9335260116
584	0.160282862	0.9334080453
585	0.1601672323	0.9335849947
586	0.1601392497	0.9335260116
587	0.1601226353	0.9336734694
588	0.1600977124	0.9336734694
589	0.1600446546	0.9338504188
590	0.1599954946	0.9336439778
591	0.1599208773	0.93349652
592	0.1599007756	0.9334670284
593	0.1598834864	0.9335260116
594	0.1598422068	0.9337324525
595	0.1598351497	0.9337324525
596	0.1597918441	0.9338799103
597	0.1597582827	0.933968385
598	0.1597191532	0.9339388935
599	0.1596128633	0.933968385
600	0.159594418	0.9339978766
601	0.1595445045	0.9339978766
602	0.1594533691	0.934381267
603	0.1593455846	0.9343222838
604	0.1593013799	0.9342043176
605	0.1592108843	0.9343517754
606	0.1591897107	0.934381267
607	0.1590791929	0.9342927923
608	0.1590315327	0.9343222838
609	0.1589823684	0.934381267
610	0.1588609037	0.934381267
611	0.1588182071	0.9345877079
612	0.1587712188	0.9346171995
613	0.1587091405	0.9346761826
614	0.158684152	0.9347056742
615	0.1586410888	0.9347941489
616	0.1585847545	0.9347351657
617	0.1585370694	0.9347941489
618	0.1585000157	0.934853132
619	0.1584656144	0.9348236404
620	0.158460769	0.9348236404
621	0.1583524328	0.9348236404
622	0.1582572298	0.9350005898
623	0.1582354971	0.935059573
624	0.158166754	0.935059573
625	0.1581436482	0.9351775392
626	0.1581169171	0.9351480477
627	0.1580864442	0.9352365224
628	0.158011699	0.9353249971
629	0.1579608605	0.9353544886
630	0.1578683657	0.9351775392
631	0.1578430479	0.9352070308
632	0.1577505708	0.9351185561
633	0.1576863718	0.9350300814
634	0.1576701004	0.9350890645
635	0.1576185871	0.9351775392
636	0.1575186266	0.9354429633
637	0.157464811	0.9354134717
638	0.1574312416	0.9354429633
639	0.1574026788	0.9355019464
640	0.157377243	0.9354724549
641	0.1573674159	0.9355019464
642	0.1573089165	0.9356494043
643	0.1572776502	0.935737879
644	0.157233731	0.9356199127
645	0.1572078317	0.935531438
646	0.1571730289	0.9356788958
647	0.1571318826	0.9356788958
648	0.1570380005	0.9357083874
649	0.1569406875	0.9356788958
650	0.156922897	0.935737879
651	0.156765723	0.9359148284
652	0.1566827128	0.9359738115
653	0.1566191668	0.9360033031
654	0.1565995205	0.9359443199
655	0.1565408753	0.9360033031
656	0.1565283644	0.9359443199
657	0.1565174346	0.9359443199
658	0.1564837912	0.9360327946
659	0.1564136703	0.9360622862
660	0.1563857254	0.9360033031
661	0.1563371582	0.9362687271
662	0.1563215715	0.9362392356
663	0.1562833888	0.9363866934
664	0.1562541526	0.9363572018
665	0.1561983701	0.9362687271
666	0.1561303348	0.936416185
667	0.1560585031	0.9364456765
668	0.1560016184	0.9363866934
669	0.1559221161	0.9366521175
670	0.1559070898	0.9365931344
671	0.1558984867	0.9365341512
672	0.1558412298	0.9365341512
673	0.1558374898	0.936416185
674	0.1558240273	0.9363866934
675	0.1557666019	0.936416185
676	0.1557436846	0.936416185
677	0.1556521921	0.9366226259
678	0.1555989144	0.9365931344
679	0.155575578	0.9366521175
680	0.1554796853	0.9365046597
681	0.1554205376	0.9366816091
682	0.155347047	0.9367111006
683	0.1553199069	0.9367405922
684	0.1552397462	0.93688805
685	0.1552273327	0.9369470331
686	0.1551710965	0.9369470331
687	0.1550634202	0.9370649994
688	0.1550073218	0.9370355078
689	0.1549075271	0.9372714404
690	0.1548471398	0.9373894066
691	0.1548286546	0.9374188982
692	0.1546852455	0.9374483898
693	0.1546531686	0.9375073729
694	0.1545843412	0.9375368645
695	0.1545265257	0.9376843223
696	0.1545091082	0.9376548307
697	0.1544430916	0.9378612717
698	0.1543902903	0.9378022885
699	0.1543328866	0.9378612717
700	0.1542774117	0.9379497464
701	0.1542547994	0.9378907632
702	0.1542419566	0.9380087295
703	0.1541905569	0.9379792379
704	0.1541638296	0.9380087295
705	0.1541595182	0.9380382211
706	0.1541220829	0.9380382211
707	0.1541063446	0.9379497464
708	0.1540294939	0.9380087295
709	0.1539716745	0.9380382211
710	0.1538875671	0.9379792379
711	0.1538431169	0.9380382211
712	0.1538385404	0.9380382211
713	0.1538244183	0.9380382211
714	0.1537464165	0.9381856789
715	0.1536677185	0.9382741536
716	0.153569426	0.9383626283
717	0.1535281526	0.9384216114
718	0.1533803368	0.9383626283
719	0.15333217	0.9382741536
720	0.1532826925	0.9383626283
721	0.1532500379	0.9383921199
722	0.1531802166	0.9383626283
723	0.1530923006	0.9383626283
724	0.1529613535	0.9385690692
725	0.1529537943	0.9385690692
726	0.1528954056	0.9386575439
727	0.1528528498	0.9388050018
728	0.1528208143	0.9387460186
729	0.1527695433	0.9388639849
730	0.1527099196	0.9388344933
731	0.1526812269	0.9388050018
732	0.1526715668	0.9388639849
733	0.1526380824	0.9388050018
734	0.1526178608	0.9389819512
735	0.1525309857	0.9390999174
736	0.1524213351	0.9390999174
737	0.1524126897	0.9391589006
738	0.1523453103	0.9392178837
739	0.1522313537	0.9393653415
740	0.1521976361	0.9394243246
741	0.1521795197	0.9393948331
742	0.1521539865	0.9395127993
743	0.1521365896	0.9395422909
744	0.1520369746	0.9395422909
745	0.1520231652	0.9395127993
746	0.1519987637	0.9395422909
747	0.1519081671	0.9396897487
748	0.1518274691	0.9397782234
749	0.1518143953	0.9397192403
750	0.1517489365	0.9395717825
751	0.1516577579	0.9395717825
752	0.1515639849	0.9396307656
753	0.1515407392	0.9395422909
754	0.1514664552	0.939807715
755	0.151437411	0.9398372066
756	0.1513491422	0.9397487319
757	0.1512688016	0.9397782234
758	0.1512239314	0.9398666981
759	0.1511395127	0.9398961897
760	0.1511027429	0.9399846644
761	0.1510270126	0.9401321222
762	0.1509921063	0.9401321222
763	0.1509746054	0.9400436475
764	0.1509321412	0.9401026306
765	0.1509187462	0.9401616138
766	0.150899801	0.9401911053
767	0.15088651	0.9402205969
768	0.1508341946	0.9401616138
769	0.1508037436	0.9401026306
770	0.1507618167	0.9401321222
771	0.1506887296	0.9402205969
772	0.1506733251	0.9401026306
773	0.1506532172	0.9401026306
774	0.1505332269	0.9403090716
775	0.1504999482	0.9402500885
776	0.1504549734	0.9403680547
777	0.1504175343	0.9405155126
778	0.1503326343	0.940486021
779	0.1502486679	0.9405744957
780	0.1501521957	0.9404565294
781	0.1501126892	0.9403680547
782	0.1500895958	0.9403090716
783	0.1500633139	0.9403975463
784	0.1500323282	0.9403975463
785	0.1499775374	0.940486021
786	0.1499299175	0.9404270379
787	0.149866086	0.9405744957
788	0.14985204	0.9405450041
789	0.1498470883	0.9406629704
790	0.1498254945	0.9406629704
791	0.1497555293	0.940692462
792	0.1497134775	0.9406334788
793	0.1496746405	0.9406334788
794	0.1496295715	0.9407514451
795	0.1496170638	0.9407809367
796	0.1495299	0.9411053439
797	0.1494849882	0.9411348354
798	0.1494494957	0.9410463607
799	0.1494232092	0.9410463607
800	0.1493510245	0.9412528017
801	0.1493148465	0.9414002595
802	0.1492706859	0.9414002595
803	0.149262139	0.9414002595
804	0.149196674	0.9413412764
805	0.1491766858	0.941370768
806	0.1490808879	0.9411053439
807	0.1490399237	0.941164327
808	0.149023712	0.9411348354
809	0.1489889399	0.9412233101
810	0.148910142	0.9411938186
811	0.1488142229	0.9412822933
812	0.148761	0.9413412764
813	0.1486980563	0.9413412764
814	0.1486634733	0.9413412764
815	0.1486443903	0.941370768
816	0.1485844161	0.9413412764
817	0.1485462662	0.941370768
818	0.1485075784	0.9413412764
819	0.148425482	0.9414887342
820	0.1484114399	0.9414297511
821	0.1483395541	0.9414887342
822	0.148307918	0.9415182258
823	0.148252964	0.9416656836
824	0.1481753358	0.941636192
825	0.1481357322	0.9416656836
826	0.1480495255	0.9418131414
827	0.1479855776	0.9418131414
828	0.1479414041	0.9418721246
829	0.1479196577	0.9419311077
830	0.1478646304	0.9419311077
831	0.1477752331	0.9418721246
832	0.1477184267	0.9418131414
833	0.1476985191	0.941842633
834	0.1476422081	0.941842633
835	0.1475967678	0.9419605993
836	0.1475233074	0.9419311077
837	0.1474430044	0.9420195824
838	0.1473330787	0.942049074
839	0.1473206544	0.9421965318
840	0.1472668997	0.9422850065
841	0.1472543498	0.9422850065
842	0.1472101472	0.9423734812
843	0.1471680073	0.9422850065
844	0.1470792135	0.9423144981
845	0.1470340888	0.9422850065
846	0.1470201328	0.9422850065
847	0.1470149775	0.9423439896
848	0.1469949153	0.9423144981
849	0.1469571494	0.9423144981
850	0.1469446921	0.9422555149
851	0.1469153233	0.9424324643
852	0.1468523926	0.9424029727
853	0.1467424336	0.9424914474
854	0.1466824665	0.9424914474
855	0.1466371439	0.9424029727
856	0.1465901322	0.9424324643
857	0.1465359286	0.9424324643
858	0.1465169224	0.9426978884
859	0.1464737743	0.9427568715
860	0.1463791255	0.9429338209
861	0.1463511932	0.9428158547
862	0.1462332859	0.9428748378
863	0.1461503487	0.9429633125
864	0.1461203176	0.9429633125
865	0.1460668089	0.9429338209
866	0.1460180554	0.9427568715
867	0.1459465231	0.9429043294
868	0.1459139548	0.9430812788
869	0.14589785	0.9429633125
870	0.1458690716	0.9430222956
871	0.1457933247	0.9430222956
872	0.1457023461	0.943199245
873	0.1456645516	0.9432287366
874	0.1456360571	0.9433467028
875	0.145617503	0.943405686
876	0.1455442596	0.9433467028
877	0.1454641049	0.9433761944
878	0.1453863877	0.9432877197
879	0.1453070749	0.9432582281
880	0.1452417688	0.943199245
881	0.1451916097	0.9431697535
882	0.1451094055	0.9432877197
